raw_class,display_class,path,filename,width,height,aspect_ratio,size_pixels,mode
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00002.png,00021_00001_00002.png,34,31,1.096774193548387,1054,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00003.png,00021_00001_00003.png,33,33,1.0,1089,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00004.png,00021_00001_00004.png,33,33,1.0,1089,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00005.png,00021_00001_00005.png,35,34,1.0294117647058822,1190,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00006.png,00021_00001_00006.png,35,34,1.0294117647058822,1190,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00007.png,00021_00001_00007.png,36,34,1.0588235294117647,1224,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00008.png,00021_00001_00008.png,38,36,1.0555555555555556,1368,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00009.png,00021_00001_00009.png,40,37,1.0810810810810811,1480,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00010.png,00021_00001_00010.png,40,36,1.1111111111111112,1440,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00011.png,00021_00001_00011.png,42,39,1.0769230769230769,1638,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00012.png,00021_00001_00012.png,43,40,1.075,1720,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00013.png,00021_00001_00013.png,43,39,1.1025641025641026,1677,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00014.png,00021_00001_00014.png,43,42,1.0238095238095237,1806,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00015.png,00021_00001_00015.png,44,43,1.0232558139534884,1892,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00016.png,00021_00001_00016.png,46,43,1.069767441860465,1978,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00017.png,00021_00001_00017.png,49,43,1.1395348837209303,2107,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00018.png,00021_00001_00018.png,49,45,1.0888888888888888,2205,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00019.png,00021_00001_00019.png,52,47,1.1063829787234043,2444,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00020.png,00021_00001_00020.png,53,49,1.0816326530612246,2597,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00021.png,00021_00001_00021.png,56,51,1.0980392156862746,2856,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00022.png,00021_00001_00022.png,61,55,1.1090909090909091,3355,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00023.png,00021_00001_00023.png,68,58,1.1724137931034482,3944,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00024.png,00021_00001_00024.png,72,60,1.2,4320,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00025.png,00021_00001_00025.png,76,65,1.1692307692307693,4940,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00026.png,00021_00001_00026.png,82,67,1.2238805970149254,5494,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00027.png,00021_00001_00027.png,93,76,1.2236842105263157,7068,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00028.png,00021_00001_00028.png,106,84,1.2619047619047619,8904,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00029.png,00021_00001_00029.png,116,88,1.3181818181818181,10208,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00000.png,00021_00002_00000.png,29,29,1.0,841,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00001.png,00021_00002_00001.png,30,30,1.0,900,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00002.png,00021_00002_00002.png,32,30,1.0666666666666667,960,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00003.png,00021_00002_00003.png,31,28,1.1071428571428572,868,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00004.png,00021_00002_00004.png,32,31,1.032258064516129,992,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00005.png,00021_00002_00005.png,35,33,1.0606060606060606,1155,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00006.png,00021_00002_00006.png,35,33,1.0606060606060606,1155,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00007.png,00021_00002_00007.png,35,33,1.0606060606060606,1155,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00008.png,00021_00002_00008.png,35,33,1.0606060606060606,1155,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00009.png,00021_00002_00009.png,37,35,1.0571428571428572,1295,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00010.png,00021_00002_00010.png,39,36,1.0833333333333333,1404,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00011.png,00021_00002_00011.png,39,38,1.0263157894736843,1482,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00012.png,00021_00002_00012.png,38,38,1.0,1444,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00013.png,00021_00002_00013.png,40,39,1.0256410256410255,1560,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00014.png,00021_00002_00014.png,40,40,1.0,1600,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00015.png,00021_00002_00015.png,41,41,1.0,1681,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00016.png,00021_00002_00016.png,44,42,1.0476190476190477,1848,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00017.png,00021_00002_00017.png,46,42,1.0952380952380953,1932,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00018.png,00021_00002_00018.png,47,44,1.0681818181818181,2068,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00019.png,00021_00002_00019.png,49,45,1.0888888888888888,2205,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00020.png,00021_00002_00020.png,51,47,1.0851063829787233,2397,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00021.png,00021_00002_00021.png,54,47,1.148936170212766,2538,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00022.png,00021_00002_00022.png,54,49,1.1020408163265305,2646,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00023.png,00021_00002_00023.png,56,51,1.0980392156862746,2856,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00024.png,00021_00002_00024.png,60,53,1.1320754716981132,3180,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00025.png,00021_00002_00025.png,63,57,1.105263157894737,3591,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00026.png,00021_00002_00026.png,69,59,1.1694915254237288,4071,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00027.png,00021_00002_00027.png,72,61,1.180327868852459,4392,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00028.png,00021_00002_00028.png,80,69,1.1594202898550725,5520,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00029.png,00021_00002_00029.png,92,76,1.2105263157894737,6992,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00000.png,00021_00003_00000.png,30,32,0.9375,960,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00001.png,00021_00003_00001.png,31,30,1.0333333333333334,930,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00002.png,00021_00003_00002.png,32,31,1.032258064516129,992,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00003.png,00021_00003_00003.png,31,32,0.96875,992,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00004.png,00021_00003_00004.png,33,32,1.03125,1056,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00005.png,00021_00003_00005.png,34,32,1.0625,1088,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00006.png,00021_00003_00006.png,36,36,1.0,1296,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00007.png,00021_00003_00007.png,37,37,1.0,1369,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00008.png,00021_00003_00008.png,40,39,1.0256410256410255,1560,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00009.png,00021_00003_00009.png,40,39,1.0256410256410255,1560,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00010.png,00021_00003_00010.png,41,39,1.0512820512820513,1599,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00011.png,00021_00003_00011.png,41,39,1.0512820512820513,1599,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00012.png,00021_00003_00012.png,42,39,1.0769230769230769,1638,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00013.png,00021_00003_00013.png,44,41,1.0731707317073171,1804,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00014.png,00021_00003_00014.png,46,43,1.069767441860465,1978,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00015.png,00021_00003_00015.png,47,45,1.0444444444444445,2115,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00016.png,00021_00003_00016.png,49,47,1.0425531914893618,2303,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00017.png,00021_00003_00017.png,53,48,1.1041666666666667,2544,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00018.png,00021_00003_00018.png,55,51,1.0784313725490196,2805,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00019.png,00021_00003_00019.png,55,52,1.0576923076923077,2860,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00020.png,00021_00003_00020.png,59,55,1.0727272727272728,3245,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00021.png,00021_00003_00021.png,64,61,1.0491803278688525,3904,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00022.png,00021_00003_00022.png,71,65,1.0923076923076922,4615,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00023.png,00021_00003_00023.png,76,68,1.1176470588235294,5168,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00024.png,00021_00003_00024.png,83,74,1.1216216216216217,6142,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00025.png,00021_00003_00025.png,99,87,1.1379310344827587,8613,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00026.png,00021_00003_00026.png,108,96,1.125,10368,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00027.png,00021_00003_00027.png,128,112,1.1428571428571428,14336,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00028.png,00021_00003_00028.png,146,132,1.106060606060606,19272,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00029.png,00021_00003_00029.png,200,178,1.1235955056179776,35600,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00000.png,00021_00004_00000.png,31,27,1.1481481481481481,837,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00001.png,00021_00004_00001.png,31,29,1.0689655172413792,899,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00002.png,00021_00004_00002.png,31,29,1.0689655172413792,899,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00003.png,00021_00004_00003.png,32,29,1.103448275862069,928,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00004.png,00021_00004_00004.png,33,31,1.064516129032258,1023,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00005.png,00021_00004_00005.png,34,33,1.0303030303030303,1122,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00006.png,00021_00004_00006.png,34,31,1.096774193548387,1054,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00007.png,00021_00004_00007.png,35,32,1.09375,1120,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00008.png,00021_00004_00008.png,35,31,1.1290322580645162,1085,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00009.png,00021_00004_00009.png,37,33,1.121212121212121,1221,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00010.png,00021_00004_00010.png,39,34,1.1470588235294117,1326,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00011.png,00021_00004_00011.png,39,34,1.1470588235294117,1326,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00012.png,00021_00004_00012.png,39,34,1.1470588235294117,1326,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00013.png,00021_00004_00013.png,39,34,1.1470588235294117,1326,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00015.png,00021_00004_00015.png,40,36,1.1111111111111112,1440,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00016.png,00021_00004_00016.png,41,37,1.1081081081081081,1517,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00017.png,00021_00004_00017.png,42,38,1.105263157894737,1596,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00018.png,00021_00004_00018.png,44,39,1.1282051282051282,1716,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00019.png,00021_00004_00019.png,46,42,1.0952380952380953,1932,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00020.png,00021_00004_00020.png,49,43,1.1395348837209303,2107,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00021.png,00021_00004_00021.png,49,44,1.1136363636363635,2156,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00022.png,00021_00004_00022.png,52,45,1.1555555555555554,2340,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00023.png,00021_00004_00023.png,54,47,1.148936170212766,2538,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00024.png,00021_00004_00024.png,57,50,1.14,2850,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00025.png,00021_00004_00025.png,57,50,1.14,2850,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00026.png,00021_00004_00026.png,60,52,1.1538461538461537,3120,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00027.png,00021_00004_00027.png,63,54,1.1666666666666667,3402,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00028.png,00021_00004_00028.png,71,58,1.2241379310344827,4118,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00004_00029.png,00021_00004_00029.png,71,58,1.2241379310344827,4118,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00005_00000.png,00021_00005_00000.png,33,30,1.1,990,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00005_00001.png,00021_00005_00001.png,32,31,1.032258064516129,992,RGB
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00005_00002.png,00021_00005_00002.png,33,30,1.1,990,RGB
